Brand,Model,CPU,GPU,RAM_GB,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Price_SGD
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 4050,128,1024,True,1.8,15.6,3296.89
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,4096,False,2.62,17.3,2968.11
Asus,ZenBook 14,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,1024,False,3.08,18.4,3023.5
Asus,ZenBook 14,AMD Ryzen 5 8600H,AMD Radeon 680M,8,256,True,2.58,18.4,1876.46
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,32,1024,True,1.17,14.0,2181.94
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4070,128,1024,False,1.77,16.0,3916.14
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,128,256,True,1.0,14.0,4373.5
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,8,1024,False,1.82,16.0,3610.84
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,128,512,True,2.96,17.3,4144.34
Asus,TUF Gaming F15,Intel i5-14500H,Intel Iris Xe,32,4096,True,3.23,17.3,2525.45
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 3050,16,512,True,2.22,15.6,1991.52
Asus,ExpertBook B9,Intel i5-14500H,NVIDIA RTX 4050,32,2048,False,1.9,16.0,2418.63
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,256,True,3.18,17.3,2383.51
Asus,ZenBook 14,Intel i7-14800H,NVIDIA RTX 4080,64,2048,False,3.05,17.3,4010.73
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,2048,False,2.78,17.3,3490.28
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,256,True,2.4,15.6,2808.1
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4070,64,256,False,2.03,16.0,3571.54
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,2048,True,2.8,17.3,4415.19
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,512,False,3.24,17.3,2298.73
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4080,128,256,False,3.17,18.4,4600.21
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,32,256,False,2.86,17.3,3466.09
Asus,VivoBook S15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,4096,False,2.62,17.3,4069.04
Asus,ZenBook 14,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,512,True,1.18,13.3,2852.24
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4080,32,1024,False,1.02,13.3,3859.17
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,32,4096,False,1.17,14.0,4220.19
Asus,ZenBook 14,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,4096,True,1.18,13.3,4086.98
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,8,1024,False,1.37,14.0,2027.16
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,128,2048,True,1.09,13.3,3924.85
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,32,256,True,1.67,15.6,2842.34
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,4096,True,2.23,15.6,4592.67
Asus,ZenBook 14,Intel i7-14700H,NVIDIA RTX 4060,16,256,False,3.12,18.4,2551.32
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,4096,True,2.11,16.0,2308.9
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,64,256,True,1.51,16.0,3452.25
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,512,True,1.62,15.6,2604.82
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 3050,128,256,True,1.24,13.3,2962.47
Asus,ExpertBook B9,Intel i7-14800H,NVIDIA RTX 4060,64,256,False,2.06,15.6,3052.51
Asus,ZenBook 14,Intel i7-14700H,NVIDIA RTX 4070,128,1024,True,2.62,18.4,4056.02
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,2048,False,1.86,15.6,4821.28
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,256,True,3.42,18.4,2690.17
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,8,256,True,2.85,17.3,3328.38
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,64,256,True,1.42,14.0,2325.21
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,4096,False,1.92,16.0,4689.62
Asus,TUF Gaming F15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,8,256,False,1.35,13.3,2393.15
Asus,TUF Gaming F15,Intel i7-14800H,NVIDIA RTX 4080,16,4096,False,3.04,17.3,3785.23
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,8,256,False,3.19,18.4,2010.04
Asus,VivoBook S15,Intel Core Ultra 9 15700H,Intel Arc A750M,64,512,True,1.0,13.3,2326.7
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4080,16,512,False,2.2,15.6,3294.34
Asus,ZenBook 14,Intel Core Ultra 9 15700H,Intel Arc A750M,128,2048,False,2.68,17.3,2845.44
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,256,False,1.02,14.0,4102.43
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,64,1024,True,1.68,15.6,3147.23
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,16,1024,False,1.81,15.6,3023.33
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 3050,8,256,False,3.37,17.3,1664.96
Asus,ROG Zephyrus G15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,4096,False,2.78,18.4,2074.78
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,4096,False,1.16,13.3,2701.72
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,1024,False,3.14,17.3,1844.98
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 4050,64,512,False,2.68,18.4,2503.88
Asus,ZenBook 14,Intel i9-14900HK,NVIDIA RTX 4070,64,512,False,3.18,17.3,3748.06
Asus,ZenBook 14,AMD Ryzen 5 8600H,AMD Radeon 680M,64,512,True,2.58,17.3,2406.52
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,2048,True,1.49,13.3,2586.75
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,64,1024,True,3.18,17.3,2734.18
Asus,ZenBook 14,AMD Ryzen 7 8800H,AMD Radeon 780M,32,512,False,2.99,18.4,2511.88
Asus,ZenBook 14,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,1024,True,2.33,15.6,4335.8
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,8,256,True,1.05,14.0,1918.78
Asus,VivoBook S15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,4096,True,2.95,17.3,4033.69
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,Intel Arc A750M,8,256,True,2.2,16.0,1733.42
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,1024,False,1.88,16.0,3035.14
Asus,ZenBook 14,Intel i5-14600H,NVIDIA RTX 3050,64,256,False,1.9,16.0,2203.17
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,1024,True,2.51,18.4,2742.48
Asus,ExpertBook B9,Intel i5-14500H,NVIDIA RTX 4050,8,1024,True,1.83,16.0,2216.19
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,2048,True,1.12,14.0,2952.26
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,128,512,True,1.03,14.0,2997.58
Asus,VivoBook S15,Intel i5-14500H,Intel Iris Xe,64,4096,True,1.28,14.0,2800.94
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 3050,16,512,False,1.35,14.0,1745.38
Asus,VivoBook S15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,1024,True,1.23,14.0,4519.74
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,256,True,2.24,16.0,3454.17
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 3050,8,1024,True,1.29,13.3,1978.95
Asus,ExpertBook B9,AMD Ryzen 7 8800H,AMD Radeon 780M,128,4096,False,2.59,17.3,3638.42
Asus,ROG Zephyrus G15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,1024,True,1.37,14.0,2731.18
Asus,ZenBook 14,Intel i7-14800H,NVIDIA RTX 4060,32,512,True,3.46,17.3,2877.79
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4070,64,2048,False,3.0,17.3,3531.06
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,2048,False,1.14,14.0,4137.74
Asus,VivoBook S15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,512,False,2.31,16.0,3641.38
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,2048,True,1.1,14.0,4465.46
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,512,False,2.02,15.6,3318.72
Asus,TUF Gaming F15,Intel i7-14800H,NVIDIA RTX 4070,128,2048,True,1.19,14.0,4169.0
Asus,ExpertBook B9,Intel Core Ultra 7 15500H,Intel Arc A750M,128,1024,False,2.27,15.6,2741.84
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,16,4096,False,1.57,15.6,2282.95
Asus,ROG Zephyrus G15,AMD Ryzen 7 8800H,AMD Radeon 780M,8,256,False,1.63,15.6,2234.51
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,4096,False,1.28,14.0,2904.09
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,8,512,False,2.44,16.0,2441.56
Asus,ZenBook 14,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,512,True,2.39,16.0,3135.46
Asus,ExpertBook B9,Intel i5-14500H,Intel Iris Xe,16,256,True,1.45,14.0,1909.04
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,8,256,True,2.88,17.3,1836.61
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,64,256,False,2.03,16.0,2457.46
Asus,VivoBook S15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,4096,True,2.65,18.4,3237.15
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,128,512,False,2.75,18.4,4717.52
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4080,16,1024,True,1.36,14.0,3501.76
Asus,ROG Zephyrus G15,Intel i5-14600H,NVIDIA RTX 3050,128,256,False,1.79,15.6,2784.02
Asus,ROG Zephyrus G15,Intel i5-14600H,NVIDIA RTX 4050,16,512,False,3.48,18.4,2102.24
Asus,VivoBook S15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,1024,False,2.99,17.3,3234.73
Asus,ROG Zephyrus G15,Intel i5-14500H,NVIDIA RTX 3050,64,1024,False,2.63,18.4,2247.32
Asus,ZenBook 14,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,1024,False,1.17,13.3,2231.14
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,4096,False,1.45,13.3,3345.71
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4070,128,4096,True,1.78,15.6,4851.88
Asus,ZenBook 14,Intel Core Ultra 7 15500H,Intel Arc A750M,8,1024,True,2.89,18.4,1814.07
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,4096,False,2.63,18.4,3240.13
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,128,4096,True,1.61,15.6,3668.42
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 4050,32,2048,False,1.4,13.3,2357.57
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,4096,False,1.41,13.3,3718.28
Dell,Alienware M15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,512,True,1.96,16.0,3323.98
Dell,Alienware M15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,4096,True,3.34,18.4,2822.4
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,1024,True,1.47,13.3,2457.15
Dell,XPS 13,Intel i9-14900HK,NVIDIA RTX 4070,64,256,False,2.46,16.0,3683.31
Dell,XPS 13,Intel i5-14500H,Intel Iris Xe,8,1024,True,2.03,16.0,1942.55
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 3050,16,1024,False,2.89,17.3,1895.9
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,4096,True,1.43,14.0,3568.85
Dell,Alienware M15,Intel Core Ultra 7 15500H,Intel Arc A750M,32,4096,False,1.23,14.0,2270.03
Dell,Latitude 7420,Intel Core Ultra 9 15700H,Intel Arc A750M,32,512,True,2.91,18.4,1960.34
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,256,True,1.34,14.0,2585.86
Dell,XPS 13,Intel Core Ultra 7 15500H,Intel Arc A750M,128,256,False,2.46,16.0,2637.04
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,256,False,1.21,13.3,2319.18
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4070,8,1024,False,2.39,15.6,2936.06
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,1024,False,2.79,17.3,2330.96
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,512,True,2.14,15.6,3229.25
Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,4096,True,2.46,16.0,3194.6
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,4096,True,1.23,13.3,3941.06
Dell,Latitude 7420,Intel i5-14600H,NVIDIA RTX 3050,128,2048,True,3.0,18.4,3197.8
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,2048,True,3.4,18.4,3457.95
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,1024,True,3.06,17.3,4370.39
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4070,64,4096,False,1.73,16.0,3730.92
Dell,Alienware M15,Intel i9-14900HK,NVIDIA RTX 4070,32,256,True,3.45,17.3,3520.99
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,32,2048,True,1.47,14.0,3407.45
Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,8,512,True,1.03,14.0,1867.95
Dell,XPS 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,1024,False,1.49,14.0,2794.12
Dell,XPS 13,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,4096,True,1.09,14.0,4789.96
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,64,2048,True,1.59,16.0,3592.35
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,8,1024,True,2.07,16.0,2713.41
Dell,Alienware M15,Intel Core Ultra 7 15500H,Intel Arc A750M,8,512,False,2.9,18.4,1658.68
Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4060,64,1024,True,2.68,18.4,3209.51
Dell,XPS 13,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,256,True,3.32,17.3,2928.06
Dell,Alienware M15,Intel i5-14500H,NVIDIA RTX 4050,64,512,True,1.11,14.0,2689.42
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,512,False,2.81,17.3,3397.38
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,256,True,3.09,17.3,4082.24
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,512,True,2.77,18.4,3649.78
Dell,Alienware M15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,1024,False,2.0,16.0,1663.54
Dell,Inspiron 15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,4096,True,1.37,14.0,3372.66
Dell,XPS 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,2048,True,2.49,16.0,3926.89
Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,8,256,True,3.26,17.3,1874.79
Dell,Inspiron 15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,256,True,1.91,16.0,1908.52
Dell,XPS 13,Intel Core Ultra 9 15700H,Intel Arc A750M,8,4096,True,3.07,17.3,2201.66
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4060,32,512,False,1.05,14.0,2751.65
Dell,Alienware M15,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,4096,False,1.33,14.0,4097.96
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,512,True,1.45,13.3,1930.05
Dell,Latitude 7420,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,256,True,1.2,14.0,4110.94
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4060,32,2048,True,1.3,13.3,3032.32
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,256,True,2.84,18.4,2379.78
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4070,16,1024,True,2.05,15.6,3033.64
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,4096,True,1.4,14.0,3854.29
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4080,128,1024,True,1.34,13.3,4633.14
Dell,XPS 15,Intel i5-14500H,NVIDIA RTX 4050,16,256,False,1.08,13.3,2173.56
Dell,XPS 15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,512,False,1.31,13.3,3074.43
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,128,256,True,2.16,16.0,2969.63
Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4070,128,512,False,1.01,14.0,4030.15
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 3050,8,1024,False,1.35,13.3,1756.04
Dell,Inspiron 15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,256,True,1.18,13.3,1807.44
Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,4096,False,1.17,13.3,4466.26
Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,128,256,True,1.33,14.0,2849.88
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,16,4096,True,1.31,13.3,2714.96
Dell,Latitude 7420,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,256,False,3.49,17.3,4182.52
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,4096,False,3.32,18.4,2971.73
Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,512,False,2.75,17.3,3173.64
Dell,Latitude 7420,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,512,True,1.03,13.3,2349.21
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 3050,32,2048,False,1.95,16.0,2167.44
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,256,False,1.45,13.3,4238.37
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,64,2048,False,2.37,16.0,3583.63
Dell,Alienware M15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,2048,True,1.28,13.3,2281.89
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,4096,False,1.2,14.0,4132.36
Dell,Latitude 7420,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,2048,False,3.29,17.3,4238.7
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,16,1024,False,1.39,13.3,3744.26
Dell,Latitude 7420,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,1024,False,2.56,17.3,3817.48
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,512,False,2.66,18.4,1741.03
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4060,8,2048,False,1.01,14.0,2787.01
Dell,Inspiron 15,Intel i9-14900HK,NVIDIA RTX 4070,32,4096,True,1.49,14.0,3829.63
Dell,XPS 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,1024,True,1.48,13.3,3698.25
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4080,128,2048,True,2.21,15.6,4692.69
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,256,False,1.06,13.3,1815.28
Dell,Latitude 7420,Intel i9-14900HK,NVIDIA RTX 4080,128,256,False,2.91,17.3,4688.14
Dell,XPS 13,Intel i9-14900HK,NVIDIA RTX 4080,64,256,True,1.17,14.0,4247.01
Dell,Alienware M15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,512,False,1.07,13.3,3239.29
Dell,Inspiron 15,Intel i5-14500H,NVIDIA RTX 3050,64,512,False,2.31,16.0,2272.44
Dell,Inspiron 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,4096,True,1.58,15.6,4140.18
Dell,Latitude 7420,Intel i9-14900HK,NVIDIA RTX 4080,64,1024,False,3.09,17.3,4205.12
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,1024,False,3.47,18.4,3017.65
Dell,XPS 15,Intel i5-14500H,NVIDIA RTX 4050,128,256,False,1.14,13.3,3061.43
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4070,64,2048,False,3.25,17.3,3515.73
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,512,False,1.01,14.0,3329.8
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,16,512,True,1.04,14.0,2865.97
Dell,XPS 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,2048,True,3.11,18.4,2962.14
Dell,Latitude 7420,Intel Core Ultra 9 15700H,Intel Arc A750M,16,1024,False,1.29,14.0,1838.5
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,32,2048,False,1.63,15.6,2138.92
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,256,True,2.5,17.3,2930.51
Dell,XPS 15,Intel i5-14500H,Intel Iris Xe,32,1024,True,1.97,16.0,2143.24
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,32,1024,False,1.37,13.3,2027.76
Dell,Latitude 7420,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,512,False,2.29,16.0,2619.79
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,1024,True,2.04,15.6,2156.53
Dell,Alienware M15,Intel i9-14900HK,NVIDIA RTX 4080,64,512,False,3.0,18.4,4155.29
Dell,Inspiron 15,Intel i9-14900HK,NVIDIA RTX 4080,16,4096,True,1.43,13.3,4193.94
Dell,Latitude 7420,Intel i5-14600H,NVIDIA RTX 4050,64,1024,True,1.28,14.0,2729.55
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,128,512,False,3.23,18.4,3818.57
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,8,4096,False,1.54,15.6,3226.1
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,8,4096,False,2.7,18.4,4165.71
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4060,16,512,False,2.91,18.4,2626.72
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,32,2048,False,1.87,16.0,4129.73
Dell,Alienware M15,Intel i5-14500H,NVIDIA RTX 3050,32,1024,False,2.45,16.0,2060.66
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,4096,True,1.23,13.3,3191.43
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,2048,False,3.0,17.3,4042.45
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4070,32,4096,True,1.05,13.3,3688.08
Dell,XPS 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,8,4096,False,2.95,17.3,2393.31
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,32,512,True,1.09,13.3,2191.47
Dell,XPS 13,Intel i7-14700H,NVIDIA RTX 4060,128,2048,True,2.65,18.4,3820.21
Dell,XPS 13,Intel i5-14600H,NVIDIA RTX 4050,128,256,False,2.66,17.3,3030.55
Dell,Latitude 7420,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,2048,False,1.15,13.3,2943.45
Dell,Latitude 7420,Intel i7-14800H,NVIDIA RTX 4080,8,1024,True,1.98,15.6,3574.75
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4060,64,256,True,2.37,15.6,3143.34
Dell,XPS 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,256,False,1.48,13.3,2516.04
Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,128,4096,True,1.16,14.0,3262.55
Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,8,512,True,2.37,15.6,1764.16
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4060,16,512,True,3.25,18.4,2751.66
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 3050,8,256,False,3.13,18.4,1758.2
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,2048,True,2.78,17.3,2333.87
Dell,XPS 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,512,False,1.71,16.0,3046.09
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,256,True,2.26,15.6,4022.87
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 4050,8,256,False,1.23,13.3,2071.77
Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,16,256,False,1.45,13.3,2580.53
Dell,XPS 15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,2048,True,1.09,13.3,3427.81
Dell,XPS 13,Intel i5-14600H,Intel Iris Xe,32,512,False,1.15,14.0,1979.67
Dell,Alienware M15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,4096,True,2.72,17.3,2712.92
Dell,XPS 15,AMD Ryzen 7 8800H,AMD Radeon 780M,64,4096,False,2.87,18.4,3255.75
Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,128,4096,True,2.68,17.3,3407.97
Dell,Alienware M15,Intel Core Ultra 9 15700H,Intel Arc A750M,32,2048,True,2.89,17.3,2117.05
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 4050,128,256,False,2.75,18.4,3176.79
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 4050,128,512,False,1.01,13.3,3131.54
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,8,256,True,2.97,18.4,3133.85
Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,4096,True,1.4,14.0,3464.08
Dell,Inspiron 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,1024,True,1.48,13.3,4377.02
